Amount,BankNameSent,BankNameReceived,RemainingBalance,City,Gender,TransactionType,Status,DeviceType,PaymentMethod,MerchantName,Purpose,CustomerAge,PaymentMode,Currency,Months,Days,Hours,Minutes
193.37,ICICI Bank,SBI Bank,3332.23,Bangalore,Male,Payment,Success,Laptop,QR Code,Amazon,Food,46,Instant,EUR,3,27,19,32
1749.09,Axis Bank,Axis Bank,9357.21,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Zomato,Travel,47,Scheduled,GBP,4,28,12,7
1286.05,HDFC Bank,ICICI Bank,6597.91,Mumbai,Male,Payment,Success,Tablet,Phone Number,Swiggy,Bill Payment,48,Instant,INR,5,29,4,53
777.1,SBI Bank,HDFC Bank,7301.45,Delhi,Female,Transfer,Success,Laptop,QR Code,IRCTC,Others,49,Scheduled,USD,6,30,0,14
784.56,ICICI Bank,SBI Bank,6082.6,Bangalore,Male,Payment,Failed,Mobile,UPI ID,Flipkart,Shopping,50,Instant,EUR,7,1,10,50
1339.34,Axis Bank,Axis Bank,9753.75,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Amazon,Food,51,Scheduled,GBP,8,2,9,26
840.41,HDFC Bank,ICICI Bank,182.95,Mumbai,Male,Payment,Success,Laptop,QR Code,Zomato,Travel,52,Instant,INR,9,3,7,3
771.94,SBI Bank,HDFC Bank,1120.71,Delhi,Female,Transfer,Success,Mobile,UPI ID,Swiggy,Bill Payment,53,Scheduled,USD,10,4,17,27
1282.96,ICICI Bank,SBI Bank,1912.6,Bangalore,Male,Payment,Success,Tablet,Phone Number,IRCTC,Others,54,Instant,EUR,11,5,19,56
1333.0,Axis Bank,Axis Bank,2637.62,Hyderabad,Female,Transfer,Failed,Laptop,QR Code,Flipkart,Shopping,55,Scheduled,GBP,12,6,20,36
1204.25,HDFC Bank,ICICI Bank,5538.86,Mumbai,Male,Payment,Success,Mobile,UPI ID,Amazon,Food,56,Instant,INR,1,7,5,43
433.5,SBI Bank,HDFC Bank,9527.59,Delhi,Female,Transfer,Success,Tablet,Phone Number,Zomato,Travel,57,Scheduled,USD,2,8,14,53
34.92,ICICI Bank,SBI Bank,3609.18,Bangalore,Male,Payment,Success,Laptop,QR Code,Swiggy,Bill Payment,58,Instant,EUR,3,9,7,59
565.69,Axis Bank,Axis Bank,1574.89,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,IRCTC,Others,59,Scheduled,GBP,4,10,6,11
1754.59,HDFC Bank,ICICI Bank,1694.74,Mumbai,Male,Payment,Failed,Tablet,Phone Number,Flipkart,Shopping,20,Instant,INR,5,11,21,5
1797.31,SBI Bank,HDFC Bank,1578.99,Delhi,Female,Transfer,Success,Laptop,QR Code,Amazon,Food,21,Scheduled,USD,6,12,6,50
1031.76,ICICI Bank,SBI Bank,6395.44,Bangalore,Male,Payment,Success,Mobile,UPI ID,Zomato,Travel,22,Instant,EUR,7,13,13,59
1290.2,Axis Bank,Axis Bank,2105.59,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Swiggy,Bill Payment,23,Scheduled,GBP,8,14,0,42
701.36,HDFC Bank,ICICI Bank,6623.57,Mumbai,Male,Payment,Success,Laptop,QR Code,IRCTC,Others,24,Instant,INR,9,15,10,39
1690.39,SBI Bank,HDFC Bank,384.2,Delhi,Female,Transfer,Failed,Mobile,UPI ID,Flipkart,Shopping,25,Scheduled,USD,10,16,1,42
276.02,ICICI Bank,SBI Bank,6150.73,Bangalore,Male,Payment,Success,Tablet,Phone Number,Amazon,Food,26,Instant,EUR,11,17,11,55
1580.3,Axis Bank,Axis Bank,6850.38,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Zomato,Travel,27,Scheduled,GBP,12,18,14,21
1043.74,HDFC Bank,ICICI Bank,3155.91,Mumbai,Male,Payment,Success,Mobile,UPI ID,Swiggy,Bill Payment,28,Instant,INR,1,19,6,38
1647.51,SBI Bank,HDFC Bank,7666.65,Delhi,Female,Transfer,Success,Tablet,Phone Number,IRCTC,Others,29,Scheduled,USD,2,20,7,46
775.72,ICICI Bank,SBI Bank,9546.68,Bangalore,Male,Payment,Failed,Laptop,QR Code,Flipkart,Shopping,30,Instant,EUR,3,21,12,17
1781.93,Axis Bank,Axis Bank,5353.71,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Amazon,Food,31,Scheduled,GBP,4,22,8,3
918.28,HDFC Bank,ICICI Bank,5271.57,Mumbai,Male,Payment,Success,Tablet,Phone Number,Zomato,Travel,32,Instant,INR,5,23,13,56
708.17,SBI Bank,HDFC Bank,6129.18,Delhi,Female,Transfer,Success,Laptop,QR Code,Swiggy,Bill Payment,33,Scheduled,USD,6,24,2,46
1034.38,ICICI Bank,SBI Bank,5891.17,Bangalore,Male,Payment,Success,Mobile,UPI ID,IRCTC,Others,34,Instant,EUR,7,25,3,55
1713.82,Axis Bank,Axis Bank,5346.64,Hyderabad,Female,Transfer,Failed,Tablet,Phone Number,Flipkart,Shopping,35,Scheduled,GBP,8,26,15,8
457.14,HDFC Bank,ICICI Bank,6800.15,Mumbai,Male,Payment,Success,Laptop,QR Code,Amazon,Food,36,Instant,INR,9,27,10,2
1078.87,SBI Bank,HDFC Bank,5749.35,Delhi,Female,Transfer,Success,Mobile,UPI ID,Zomato,Travel,37,Scheduled,USD,10,28,8,10
484.39,ICICI Bank,SBI Bank,6015.47,Bangalore,Male,Payment,Success,Tablet,Phone Number,Swiggy,Bill Payment,38,Instant,EUR,11,29,1,56
419.51,Axis Bank,Axis Bank,2604.36,Hyderabad,Female,Transfer,Success,Laptop,QR Code,IRCTC,Others,39,Scheduled,GBP,12,30,15,24
1983.81,HDFC Bank,ICICI Bank,2636.47,Mumbai,Male,Payment,Failed,Mobile,UPI ID,Flipkart,Shopping,40,Instant,INR,1,1,15,34
376.78,SBI Bank,HDFC Bank,4012.38,Delhi,Female,Transfer,Success,Tablet,Phone Number,Amazon,Food,41,Scheduled,USD,2,2,13,53
1306.05,ICICI Bank,SBI Bank,9430.19,Bangalore,Male,Payment,Success,Laptop,QR Code,Zomato,Travel,42,Instant,EUR,3,3,19,18
1848.98,Axis Bank,Axis Bank,5549.29,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Swiggy,Bill Payment,43,Scheduled,GBP,4,4,15,18
497.99,HDFC Bank,ICICI Bank,5770.95,Mumbai,Male,Payment,Success,Tablet,Phone Number,IRCTC,Others,44,Instant,INR,5,5,20,54
410.63,SBI Bank,HDFC Bank,5816.0,Delhi,Female,Transfer,Failed,Laptop,QR Code,Flipkart,Shopping,45,Scheduled,USD,6,6,5,41
961.64,ICICI Bank,SBI Bank,8005.0,Bangalore,Male,Payment,Success,Mobile,UPI ID,Amazon,Food,46,Instant,EUR,7,7,9,42
530.66,Axis Bank,Axis Bank,1196.12,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Zomato,Travel,47,Scheduled,GBP,8,8,23,43
1219.34,HDFC Bank,ICICI Bank,569.8,Mumbai,Male,Payment,Success,Laptop,QR Code,Swiggy,Bill Payment,48,Instant,INR,9,9,5,51
446.63,SBI Bank,HDFC Bank,6534.93,Delhi,Female,Transfer,Success,Mobile,UPI ID,IRCTC,Others,49,Scheduled,USD,10,10,19,19
992.84,ICICI Bank,SBI Bank,4586.94,Bangalore,Male,Payment,Failed,Tablet,Phone Number,Flipkart,Shopping,50,Instant,EUR,11,11,17,39
862.62,Axis Bank,Axis Bank,7779.72,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Amazon,Food,51,Scheduled,GBP,12,12,20,7
56.92,HDFC Bank,ICICI Bank,7542.46,Mumbai,Male,Payment,Success,Mobile,UPI ID,Zomato,Travel,52,Instant,INR,1,13,23,52
984.05,SBI Bank,HDFC Bank,7724.36,Delhi,Female,Transfer,Success,Tablet,Phone Number,Swiggy,Bill Payment,53,Scheduled,USD,2,14,2,0
152.6,ICICI Bank,SBI Bank,159.66,Bangalore,Male,Payment,Success,Laptop,QR Code,IRCTC,Others,54,Instant,EUR,3,15,23,34
1607.97,Axis Bank,Axis Bank,8892.33,Hyderabad,Female,Transfer,Failed,Mobile,UPI ID,Flipkart,Shopping,55,Scheduled,GBP,4,16,2,27
1959.29,HDFC Bank,ICICI Bank,5563.07,Mumbai,Male,Payment,Success,Tablet,Phone Number,Amazon,Food,56,Instant,INR,5,17,9,7
1155.21,SBI Bank,HDFC Bank,6009.14,Delhi,Female,Transfer,Success,Laptop,QR Code,Zomato,Travel,57,Scheduled,USD,6,18,11,51
555.6,ICICI Bank,SBI Bank,949.38,Bangalore,Male,Payment,Success,Mobile,UPI ID,Swiggy,Bill Payment,58,Instant,EUR,7,19,19,40
1308.98,Axis Bank,Axis Bank,2529.46,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,IRCTC,Others,59,Scheduled,GBP,8,20,17,6
1810.36,HDFC Bank,ICICI Bank,7201.28,Mumbai,Male,Payment,Failed,Laptop,QR Code,Flipkart,Shopping,20,Instant,INR,9,21,18,2
1257.67,SBI Bank,HDFC Bank,1649.35,Delhi,Female,Transfer,Success,Mobile,UPI ID,Amazon,Food,21,Scheduled,USD,10,22,20,10
1333.48,ICICI Bank,SBI Bank,6715.29,Bangalore,Male,Payment,Success,Tablet,Phone Number,Zomato,Travel,22,Instant,EUR,11,23,16,33
712.06,Axis Bank,Axis Bank,4689.96,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Swiggy,Bill Payment,23,Scheduled,GBP,12,24,20,48
671.94,HDFC Bank,ICICI Bank,634.06,Mumbai,Male,Payment,Success,Mobile,UPI ID,IRCTC,Others,24,Instant,INR,1,25,18,9
78.3,SBI Bank,HDFC Bank,4277.27,Delhi,Female,Transfer,Failed,Tablet,Phone Number,Flipkart,Shopping,25,Scheduled,USD,2,26,22,12
583.99,ICICI Bank,SBI Bank,2990.64,Bangalore,Male,Payment,Success,Laptop,QR Code,Amazon,Food,26,Instant,EUR,3,27,5,4
187.8,Axis Bank,Axis Bank,1688.37,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Zomato,Travel,27,Scheduled,GBP,4,28,13,47
303.2,HDFC Bank,ICICI Bank,5503.85,Mumbai,Male,Payment,Success,Tablet,Phone Number,Swiggy,Bill Payment,28,Instant,INR,5,29,14,12
718.57,SBI Bank,HDFC Bank,1193.62,Delhi,Female,Transfer,Success,Laptop,QR Code,IRCTC,Others,29,Scheduled,USD,6,30,9,2
1964.87,ICICI Bank,SBI Bank,7833.02,Bangalore,Male,Payment,Failed,Mobile,UPI ID,Flipkart,Shopping,30,Instant,EUR,7,1,3,54
1151.87,Axis Bank,Axis Bank,8886.77,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Amazon,Food,31,Scheduled,GBP,8,2,21,53
1497.76,HDFC Bank,ICICI Bank,4531.17,Mumbai,Male,Payment,Success,Laptop,QR Code,Zomato,Travel,32,Instant,INR,9,3,2,58
1504.59,SBI Bank,HDFC Bank,549.37,Delhi,Female,Transfer,Success,Mobile,UPI ID,Swiggy,Bill Payment,33,Scheduled,USD,10,4,18,38
415.41,ICICI Bank,SBI Bank,4370.48,Bangalore,Male,Payment,Success,Tablet,Phone Number,IRCTC,Others,34,Instant,EUR,11,5,11,24
531.14,Axis Bank,Axis Bank,9821.98,Hyderabad,Female,Transfer,Failed,Laptop,QR Code,Flipkart,Shopping,35,Scheduled,GBP,12,6,23,38
1003.01,HDFC Bank,ICICI Bank,3604.54,Mumbai,Male,Payment,Success,Mobile,UPI ID,Amazon,Food,36,Instant,INR,1,7,17,55
99.22,SBI Bank,HDFC Bank,551.17,Delhi,Female,Transfer,Success,Tablet,Phone Number,Zomato,Travel,37,Scheduled,USD,2,8,11,58
1302.45,ICICI Bank,SBI Bank,6096.5,Bangalore,Male,Payment,Success,Laptop,QR Code,Swiggy,Bill Payment,38,Instant,EUR,3,9,7,13
305.52,Axis Bank,Axis Bank,6485.54,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,IRCTC,Others,39,Scheduled,GBP,4,10,3,6
1017.34,HDFC Bank,ICICI Bank,4737.3,Mumbai,Male,Payment,Failed,Tablet,Phone Number,Flipkart,Shopping,40,Instant,INR,5,11,20,42
49.85,SBI Bank,HDFC Bank,896.61,Delhi,Female,Transfer,Success,Laptop,QR Code,Amazon,Food,41,Scheduled,USD,6,12,3,54
1660.41,ICICI Bank,SBI Bank,6540.25,Bangalore,Male,Payment,Success,Mobile,UPI ID,Zomato,Travel,42,Instant,EUR,7,13,5,16
867.98,Axis Bank,Axis Bank,2075.17,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Swiggy,Bill Payment,43,Scheduled,GBP,8,14,19,39
986.99,HDFC Bank,ICICI Bank,5626.79,Mumbai,Male,Payment,Success,Laptop,QR Code,IRCTC,Others,44,Instant,INR,9,15,20,10
888.25,SBI Bank,HDFC Bank,9607.84,Delhi,Female,Transfer,Failed,Mobile,UPI ID,Flipkart,Shopping,45,Scheduled,USD,10,16,5,1
224.87,ICICI Bank,SBI Bank,9090.86,Bangalore,Male,Payment,Success,Tablet,Phone Number,Amazon,Food,46,Instant,EUR,11,17,1,28
921.58,Axis Bank,Axis Bank,1194.63,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Zomato,Travel,47,Scheduled,GBP,12,18,23,3
115.47,HDFC Bank,ICICI Bank,9440.26,Mumbai,Male,Payment,Success,Mobile,UPI ID,Swiggy,Bill Payment,48,Instant,INR,1,19,4,15
1724.52,SBI Bank,HDFC Bank,2959.62,Delhi,Female,Transfer,Success,Tablet,Phone Number,IRCTC,Others,49,Scheduled,USD,2,20,21,28
1994.11,ICICI Bank,SBI Bank,8296.28,Bangalore,Male,Payment,Failed,Laptop,QR Code,Flipkart,Shopping,50,Instant,EUR,3,21,1,16
1718.91,Axis Bank,Axis Bank,1715.21,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Amazon,Food,51,Scheduled,GBP,4,22,4,10
77.42,HDFC Bank,ICICI Bank,7136.64,Mumbai,Male,Payment,Success,Tablet,Phone Number,Zomato,Travel,52,Instant,INR,5,23,12,7
162.13,SBI Bank,HDFC Bank,1201.23,Delhi,Female,Transfer,Success,Laptop,QR Code,Swiggy,Bill Payment,53,Scheduled,USD,6,24,13,13
749.76,ICICI Bank,SBI Bank,8360.89,Bangalore,Male,Payment,Success,Mobile,UPI ID,IRCTC,Others,54,Instant,EUR,7,25,22,18
251.37,Axis Bank,Axis Bank,311.32,Hyderabad,Female,Transfer,Failed,Tablet,Phone Number,Flipkart,Shopping,55,Scheduled,GBP,8,26,4,58
1615.66,HDFC Bank,ICICI Bank,5093.4,Mumbai,Male,Payment,Success,Laptop,QR Code,Amazon,Food,56,Instant,INR,9,27,23,1
1903.74,SBI Bank,HDFC Bank,1904.57,Delhi,Female,Transfer,Success,Mobile,UPI ID,Zomato,Travel,57,Scheduled,USD,10,28,11,27
1371.2,ICICI Bank,SBI Bank,6384.23,Bangalore,Male,Payment,Success,Tablet,Phone Number,Swiggy,Bill Payment,58,Instant,EUR,11,29,11,27
917.22,Axis Bank,Axis Bank,9548.89,Hyderabad,Female,Transfer,Success,Laptop,QR Code,IRCTC,Others,59,Scheduled,GBP,12,30,20,20
1219.74,HDFC Bank,ICICI Bank,8444.16,Mumbai,Male,Payment,Failed,Mobile,UPI ID,Flipkart,Shopping,20,Instant,INR,1,1,22,34
1660.15,SBI Bank,HDFC Bank,5151.52,Delhi,Female,Transfer,Success,Tablet,Phone Number,Amazon,Food,21,Scheduled,USD,2,2,5,46
136.75,ICICI Bank,SBI Bank,7234.08,Bangalore,Male,Payment,Success,Laptop,QR Code,Zomato,Travel,22,Instant,EUR,3,3,19,15
1139.69,Axis Bank,Axis Bank,9943.89,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Swiggy,Bill Payment,23,Scheduled,GBP,4,4,0,57
1426.55,HDFC Bank,ICICI Bank,6700.46,Mumbai,Male,Payment,Success,Tablet,Phone Number,IRCTC,Others,24,Instant,INR,5,5,6,29
329.99,SBI Bank,HDFC Bank,8868.85,Delhi,Female,Transfer,Failed,Laptop,QR Code,Flipkart,Shopping,25,Scheduled,USD,6,6,16,41
61.78,ICICI Bank,SBI Bank,2429.58,Bangalore,Male,Payment,Success,Mobile,UPI ID,Amazon,Food,26,Instant,EUR,7,7,7,25
641.27,Axis Bank,Axis Bank,1003.62,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Zomato,Travel,27,Scheduled,GBP,8,8,13,47
516.26,HDFC Bank,ICICI Bank,1327.68,Mumbai,Male,Payment,Success,Laptop,QR Code,Swiggy,Bill Payment,28,Instant,INR,9,9,7,47
1412.98,SBI Bank,HDFC Bank,7346.09,Delhi,Female,Transfer,Success,Mobile,UPI ID,IRCTC,Others,29,Scheduled,USD,10,10,18,19
1011.12,ICICI Bank,SBI Bank,4255.32,Bangalore,Male,Payment,Failed,Tablet,Phone Number,Flipkart,Shopping,30,Instant,EUR,11,11,18,58
885.31,Axis Bank,Axis Bank,87.46,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Amazon,Food,31,Scheduled,GBP,12,12,19,0
1551.11,HDFC Bank,ICICI Bank,5582.46,Mumbai,Male,Payment,Success,Mobile,UPI ID,Zomato,Travel,32,Instant,INR,1,13,14,57
1444.6,SBI Bank,HDFC Bank,9832.92,Delhi,Female,Transfer,Success,Tablet,Phone Number,Swiggy,Bill Payment,33,Scheduled,USD,2,14,5,50
1850.53,ICICI Bank,SBI Bank,5445.9,Bangalore,Male,Payment,Success,Laptop,QR Code,IRCTC,Others,34,Instant,EUR,3,15,2,34
992.37,Axis Bank,Axis Bank,3066.11,Hyderabad,Female,Transfer,Failed,Mobile,UPI ID,Flipkart,Shopping,35,Scheduled,GBP,4,16,13,32
1636.53,HDFC Bank,ICICI Bank,172.27,Mumbai,Male,Payment,Success,Tablet,Phone Number,Amazon,Food,36,Instant,INR,5,17,9,0
1752.04,SBI Bank,HDFC Bank,1872.01,Delhi,Female,Transfer,Success,Laptop,QR Code,Zomato,Travel,37,Scheduled,USD,6,18,7,59
768.83,ICICI Bank,SBI Bank,1947.08,Bangalore,Male,Payment,Success,Mobile,UPI ID,Swiggy,Bill Payment,38,Instant,EUR,7,19,23,19
1230.0,Axis Bank,Axis Bank,1377.36,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,IRCTC,Others,39,Scheduled,GBP,8,20,22,42
1566.62,HDFC Bank,ICICI Bank,4328.64,Mumbai,Male,Payment,Failed,Laptop,QR Code,Flipkart,Shopping,40,Instant,INR,9,21,14,52
1181.05,SBI Bank,HDFC Bank,9613.13,Delhi,Female,Transfer,Success,Mobile,UPI ID,Amazon,Food,41,Scheduled,USD,10,22,6,52
637.99,ICICI Bank,SBI Bank,8121.09,Bangalore,Male,Payment,Success,Tablet,Phone Number,Zomato,Travel,42,Instant,EUR,11,23,23,19
1233.74,Axis Bank,Axis Bank,5123.07,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Swiggy,Bill Payment,43,Scheduled,GBP,12,24,23,2
622.5,HDFC Bank,ICICI Bank,813.37,Mumbai,Male,Payment,Success,Mobile,UPI ID,IRCTC,Others,44,Instant,INR,1,25,12,44
1187.27,SBI Bank,HDFC Bank,619.4,Delhi,Female,Transfer,Failed,Tablet,Phone Number,Flipkart,Shopping,45,Scheduled,USD,2,26,5,25
276.49,ICICI Bank,SBI Bank,6413.56,Bangalore,Male,Payment,Success,Laptop,QR Code,Amazon,Food,46,Instant,EUR,3,27,4,31
773.07,Axis Bank,Axis Bank,6411.22,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Zomato,Travel,47,Scheduled,GBP,4,28,6,27
1699.53,HDFC Bank,ICICI Bank,7390.45,Mumbai,Male,Payment,Success,Tablet,Phone Number,Swiggy,Bill Payment,48,Instant,INR,5,29,22,9
1079.02,SBI Bank,HDFC Bank,5178.91,Delhi,Female,Transfer,Success,Laptop,QR Code,IRCTC,Others,49,Scheduled,USD,6,30,0,13
138.81,ICICI Bank,SBI Bank,5180.5,Bangalore,Male,Payment,Failed,Mobile,UPI ID,Flipkart,Shopping,50,Instant,EUR,7,1,2,8
1588.36,Axis Bank,Axis Bank,1103.03,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Amazon,Food,51,Scheduled,GBP,8,2,22,18
1359.35,HDFC Bank,ICICI Bank,4997.71,Mumbai,Male,Payment,Success,Laptop,QR Code,Zomato,Travel,52,Instant,INR,9,3,9,57
1077.33,SBI Bank,HDFC Bank,2300.08,Delhi,Female,Transfer,Success,Mobile,UPI ID,Swiggy,Bill Payment,53,Scheduled,USD,10,4,23,19
605.68,ICICI Bank,SBI Bank,7239.05,Bangalore,Male,Payment,Success,Tablet,Phone Number,IRCTC,Others,54,Instant,EUR,11,5,15,13
118.35,Axis Bank,Axis Bank,3477.25,Hyderabad,Female,Transfer,Failed,Laptop,QR Code,Flipkart,Shopping,55,Scheduled,GBP,12,6,15,27
1272.98,HDFC Bank,ICICI Bank,1051.2,Mumbai,Male,Payment,Success,Mobile,UPI ID,Amazon,Food,56,Instant,INR,1,7,22,17
1026.29,SBI Bank,HDFC Bank,4734.24,Delhi,Female,Transfer,Success,Tablet,Phone Number,Zomato,Travel,57,Scheduled,USD,2,8,0,6
1244.76,ICICI Bank,SBI Bank,188.2,Bangalore,Male,Payment,Success,Laptop,QR Code,Swiggy,Bill Payment,58,Instant,EUR,3,9,19,29
1334.36,Axis Bank,Axis Bank,4711.65,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,IRCTC,Others,59,Scheduled,GBP,4,10,2,18
98.75,HDFC Bank,ICICI Bank,2360.89,Mumbai,Male,Payment,Failed,Tablet,Phone Number,Flipkart,Shopping,20,Instant,INR,5,11,23,44
187.1,SBI Bank,HDFC Bank,9593.26,Delhi,Female,Transfer,Success,Laptop,QR Code,Amazon,Food,21,Scheduled,USD,6,12,0,55
1493.78,ICICI Bank,SBI Bank,1280.08,Bangalore,Male,Payment,Success,Mobile,UPI ID,Zomato,Travel,22,Instant,EUR,7,13,17,10
471.76,Axis Bank,Axis Bank,5407.39,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Swiggy,Bill Payment,23,Scheduled,GBP,8,14,14,23
208.74,HDFC Bank,ICICI Bank,8442.36,Mumbai,Male,Payment,Success,Laptop,QR Code,IRCTC,Others,24,Instant,INR,9,15,14,40
1446.72,SBI Bank,HDFC Bank,6125.13,Delhi,Female,Transfer,Failed,Mobile,UPI ID,Flipkart,Shopping,25,Scheduled,USD,10,16,10,54
989.22,ICICI Bank,SBI Bank,3586.33,Bangalore,Male,Payment,Success,Tablet,Phone Number,Amazon,Food,26,Instant,EUR,11,17,11,7
886.53,Axis Bank,Axis Bank,5505.3,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Zomato,Travel,27,Scheduled,GBP,12,18,9,16
3.7,HDFC Bank,ICICI Bank,3247.51,Mumbai,Male,Payment,Success,Mobile,UPI ID,Swiggy,Bill Payment,28,Instant,INR,1,19,0,59
753.14,SBI Bank,HDFC Bank,6737.12,Delhi,Female,Transfer,Success,Tablet,Phone Number,IRCTC,Others,29,Scheduled,USD,2,20,4,11
1634.44,ICICI Bank,SBI Bank,9239.2,Bangalore,Male,Payment,Failed,Laptop,QR Code,Flipkart,Shopping,30,Instant,EUR,3,21,14,12
1805.93,Axis Bank,Axis Bank,5666.4,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Amazon,Food,31,Scheduled,GBP,4,22,7,4
1494.95,HDFC Bank,ICICI Bank,2225.23,Mumbai,Male,Payment,Success,Tablet,Phone Number,Zomato,Travel,32,Instant,INR,5,23,21,51
161.22,SBI Bank,HDFC Bank,8339.78,Delhi,Female,Transfer,Success,Laptop,QR Code,Swiggy,Bill Payment,33,Scheduled,USD,6,24,11,11
1735.49,ICICI Bank,SBI Bank,7221.79,Bangalore,Male,Payment,Success,Mobile,UPI ID,IRCTC,Others,34,Instant,EUR,7,25,11,0
1815.71,Axis Bank,Axis Bank,166.04,Hyderabad,Female,Transfer,Failed,Tablet,Phone Number,Flipkart,Shopping,35,Scheduled,GBP,8,26,21,29
611.46,HDFC Bank,ICICI Bank,6564.89,Mumbai,Male,Payment,Success,Laptop,QR Code,Amazon,Food,36,Instant,INR,9,27,13,59
1859.5,SBI Bank,HDFC Bank,330.46,Delhi,Female,Transfer,Success,Mobile,UPI ID,Zomato,Travel,37,Scheduled,USD,10,28,17,5
1301.64,ICICI Bank,SBI Bank,7891.57,Bangalore,Male,Payment,Success,Tablet,Phone Number,Swiggy,Bill Payment,38,Instant,EUR,11,29,18,59
1039.24,Axis Bank,Axis Bank,7153.59,Hyderabad,Female,Transfer,Success,Laptop,QR Code,IRCTC,Others,39,Scheduled,GBP,12,30,11,37
1261.76,HDFC Bank,ICICI Bank,9619.8,Mumbai,Male,Payment,Failed,Mobile,UPI ID,Flipkart,Shopping,40,Instant,INR,1,1,6,35
701.75,SBI Bank,HDFC Bank,3193.75,Delhi,Female,Transfer,Success,Tablet,Phone Number,Amazon,Food,41,Scheduled,USD,2,2,14,22
822.95,ICICI Bank,SBI Bank,2030.46,Bangalore,Male,Payment,Success,Laptop,QR Code,Zomato,Travel,42,Instant,EUR,3,3,18,21
1307.09,Axis Bank,Axis Bank,136.78,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Swiggy,Bill Payment,43,Scheduled,GBP,4,4,20,6
1024.73,HDFC Bank,ICICI Bank,7037.02,Mumbai,Male,Payment,Success,Tablet,Phone Number,IRCTC,Others,44,Instant,INR,5,5,11,14
1129.01,SBI Bank,HDFC Bank,7366.43,Delhi,Female,Transfer,Failed,Laptop,QR Code,Flipkart,Shopping,45,Scheduled,USD,6,6,4,19
1468.19,ICICI Bank,SBI Bank,1356.11,Bangalore,Male,Payment,Success,Mobile,UPI ID,Amazon,Food,46,Instant,EUR,7,7,10,50
40.57,Axis Bank,Axis Bank,628.3,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Zomato,Travel,47,Scheduled,GBP,8,8,6,6
161.19,HDFC Bank,ICICI Bank,5225.81,Mumbai,Male,Payment,Success,Laptop,QR Code,Swiggy,Bill Payment,48,Instant,INR,9,9,7,51
1706.78,SBI Bank,HDFC Bank,4993.33,Delhi,Female,Transfer,Success,Mobile,UPI ID,IRCTC,Others,49,Scheduled,USD,10,10,7,53
639.75,ICICI Bank,SBI Bank,5575.84,Bangalore,Male,Payment,Failed,Tablet,Phone Number,Flipkart,Shopping,50,Instant,EUR,11,11,19,20
1024.99,Axis Bank,Axis Bank,4073.88,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Amazon,Food,51,Scheduled,GBP,12,12,21,32
231.27,HDFC Bank,ICICI Bank,653.46,Mumbai,Male,Payment,Success,Mobile,UPI ID,Zomato,Travel,52,Instant,INR,1,13,17,22
151.92,SBI Bank,HDFC Bank,7296.47,Delhi,Female,Transfer,Success,Tablet,Phone Number,Swiggy,Bill Payment,53,Scheduled,USD,2,14,14,0
81.56,ICICI Bank,SBI Bank,3635.6,Bangalore,Male,Payment,Success,Laptop,QR Code,IRCTC,Others,54,Instant,EUR,3,15,10,43
945.62,Axis Bank,Axis Bank,7826.61,Hyderabad,Female,Transfer,Failed,Mobile,UPI ID,Flipkart,Shopping,55,Scheduled,GBP,4,16,4,2
723.59,HDFC Bank,ICICI Bank,3972.33,Mumbai,Male,Payment,Success,Tablet,Phone Number,Amazon,Food,56,Instant,INR,5,17,15,39
1049.58,SBI Bank,HDFC Bank,8588.35,Delhi,Female,Transfer,Success,Laptop,QR Code,Zomato,Travel,57,Scheduled,USD,6,18,2,2
169.32,ICICI Bank,SBI Bank,611.39,Bangalore,Male,Payment,Success,Mobile,UPI ID,Swiggy,Bill Payment,58,Instant,EUR,7,19,16,29
